,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
2834,48,2,3,15698.0,2000,0.127,12980.0,82,158.29268292682926,1,Graduate,Silver
2835,39,1,1,29528.0,1769,0.06,14428.0,119,121.24369747899159,1,Graduate,Blue
2838,35,2,3,4772.0,2004,0.42,14748.0,118,124.98305084745763,1,Uneducated,Blue
2839,48,1,2,9092.0,1363,0.15,14779.0,94,157.22340425531914,1,Unknown,Blue
2840,44,1,3,5541.0,2517,0.454,9195.0,73,125.95890410958904,1,Graduate,Blue
2841,47,2,1,7204.0,0,0.0,14042.0,113,124.26548672566372,1,Doctorate,Blue
2842,36,1,1,4548.0,1450,0.319,14330.0,122,117.45901639344262,1,Graduate,Blue
2843,36,2,2,14581.0,2517,0.173,15695.650000000001,109,143.9967889908257,1,High School,Silver
2844,34,2,2,3084.0,0,0.0,12739.0,96,132.69791666666666,1,High School,Blue
2845,44,1,3,12375.0,2263,0.183,14500.0,106,136.79245283018867,1,Uneducated,Blue
2846,23,1,1,23981.0,0,0.0,15236.0,120,126.96666666666667,1,College,Gold
2847,36,1,2,7231.0,1047,0.145,15571.0,115,135.4,1,Graduate,Blue
2848,22,2,3,34516.0,1780,0.052,14185.0,98,144.74489795918367,1,Graduate,Silver
2849,36,2,1,25438.0,1907,0.075,15695.650000000001,104,150.91971153846154,1,Graduate,Blue
2850,36,1,2,3759.0,0,0.0,15331.0,106,144.6320754716981,1,High School,Blue
2851,36,1,2,3029.0,2267,0.748,14934.0,113,132.15929203539824,1,High School,Blue
2852,36,1,4,34516.0,1823,0.053,15552.0,108,144.0,1,Graduate,Gold
2853,38,1,3,32417.0,871,0.027,14381.0,121,118.85123966942149,1,Uneducated,Silver
2854,35,1,2,34516.0,1068,0.031,15695.650000000001,122,128.65286885245902,1,Uneducated,Blue
2855,36,2,2,3845.0,1871,0.487,14593.0,110,132.66363636363636,1,High School,Blue
2857,36,2,3,5287.0,0,0.0,8392.0,69,121.6231884057971,1,High School,Blue
2858,43,2,1,9060.0,0,0.0,14305.0,102,140.2450980392157,1,High School,Blue
2859,36,1,1,4731.0,831,0.176,14952.0,118,126.71186440677967,1,High School,Blue
2860,36,1,1,3918.0,813,0.208,15695.650000000001,103,152.3849514563107,1,Unknown,Blue
2861,26,1,3,34516.0,714,0.021,14279.0,97,147.20618556701032,1,Post-Graduate,Blue
2862,36,2,1,8331.0,0,0.0,14324.0,103,139.06796116504853,1,High School,Blue
2863,26,2,2,32056.0,1668,0.052,12595.0,106,118.82075471698113,1,High School,Silver
2864,36,1,1,15524.0,1148,0.074,13819.0,106,130.3679245283019,1,Uneducated,Blue
2865,40,2,1,4010.0,2517,0.628,14354.0,101,142.11881188118812,1,Graduate,Blue
2866,37,1,2,18349.0,1209,0.066,15695.650000000001,110,142.68772727272727,1,Unknown,Blue
2867,15,1,1,4015.0,0,0.0,8363.0,65,128.66153846153847,1,Post-Graduate,Blue
2868,22,2,3,11522.0,1203,0.104,13720.0,119,115.29411764705883,1,Uneducated,Blue
2869,37,1,1,6224.0,777,0.125,13503.0,112,120.5625,1,Graduate,Silver
2870,30,1,2,23051.0,1836,0.08,14393.0,107,134.51401869158877,1,College,Gold
2871,42,2,1,14839.0,2226,0.15,14625.0,115,127.17391304347827,1,Uneducated,Blue
2872,34,1,3,3755.0,1591,0.424,14402.0,110,130.92727272727274,1,Unknown,Blue
2873,36,1,3,7539.0,0,0.0,15293.0,122,125.35245901639344,1,Doctorate,Blue
2875,33,2,1,13818.0,609,0.044,13209.0,101,130.78217821782178,1,High School,Blue
2877,36,2,2,6280.0,2181,0.347,14109.0,92,153.3586956521739,1,Graduate,Blue
2878,36,2,2,13694.0,2219,0.162,9040.0,63,143.4920634920635,1,Unknown,Blue
2879,23,1,3,8940.0,1518,0.17,14459.0,97,149.06185567010309,1,Graduate,Blue
2880,25,1,1,11474.0,0,0.0,13041.0,98,133.07142857142858,1,Graduate,Blue
2881,18,1,1,31832.0,518,0.016,10201.0,59,172.89830508474577,1,Uneducated,Blue
2882,40,1,2,34516.0,1723,0.05,13853.0,98,141.35714285714286,1,Unknown,Platinum
2883,15,1,3,6077.0,1421,0.234,12489.0,97,128.75257731958763,1,Graduate,Blue
2885,36,1,1,6121.0,1679,0.274,14224.0,117,121.57264957264957,1,Unknown,Blue
2887,36,2,2,3535.0,1964,0.556,14080.0,85,165.64705882352942,1,Uneducated,Blue
2889,43,6,3,34516.0,432,0.013,9045.0,72,125.625,1,Graduate,Silver
2890,36,2,1,6224.0,1329,0.214,14238.0,93,153.09677419354838,1,Unknown,Blue
2891,36,2,2,9178.0,1585,0.173,14932.0,110,135.74545454545455,1,Doctorate,Blue
2892,36,1,2,9959.0,1049,0.105,15195.0,99,153.4848484848485,1,College,Blue
2893,24,1,1,9711.0,972,0.1,14926.0,115,129.7913043478261,1,Graduate,Blue
2894,47,1,2,6765.0,0,0.0,14133.0,122,115.84426229508196,1,Graduate,Blue
2895,36,1,3,3442.0,1229,0.357,14618.0,100,146.18,1,Graduate,Blue
2896,24,1,3,3731.0,0,0.0,13234.0,92,143.84782608695653,1,Graduate,Blue
2897,37,1,2,21714.0,1969,0.091,13270.0,104,127.59615384615384,1,Unknown,Blue
2898,31,2,3,13381.0,1845,0.138,14532.0,116,125.27586206896552,1,High School,Blue
2900,34,2,1,17978.0,1820,0.101,15657.0,114,137.3421052631579,1,High School,Blue
2901,21,2,3,3624.0,1641,0.453,15695.650000000001,121,129.71611570247936,1,Graduate,Blue
2902,25,1,2,17328.0,0,0.0,15367.0,105,146.35238095238094,1,High School,Silver
2904,38,2,1,3220.0,0,0.0,13339.0,90,148.2111111111111,1,Unknown,Blue
2905,46,2,4,4178.0,0,0.0,7914.0,54,146.55555555555554,1,Graduate,Blue
2906,44,1,3,9580.0,132,0.014,5385.0,51,105.58823529411765,1,Graduate,Blue
2907,36,2,2,7940.0,1669,0.21,15445.0,118,130.88983050847457,1,Unknown,Blue
2908,39,2,2,3471.0,0,0.0,14381.0,115,125.05217391304348,1,Uneducated,Blue
2909,42,2,2,14072.0,1917,0.136,13432.0,107,125.53271028037383,1,Graduate,Blue
2910,36,2,1,3090.0,0,0.0,14198.0,101,140.5742574257426,1,Uneducated,Blue
2911,36,5,3,9943.0,2138,0.215,8325.0,54,154.16666666666666,1,Post-Graduate,Blue
2912,35,1,2,34516.0,1420,0.041,14672.0,110,133.38181818181818,1,Uneducated,Silver
2913,36,1,3,15987.0,2262,0.141,15513.0,122,127.15573770491804,1,High School,Platinum
2915,20,2,3,34516.0,2136,0.062,14667.0,119,123.25210084033614,1,Uneducated,Silver
2916,21,2,2,31718.0,0,0.0,7432.0,64,116.125,1,Unknown,Silver
2918,33,5,3,5500.0,442,0.08,7720.0,67,115.22388059701493,1,Graduate,Blue
2919,44,5,3,4390.0,0,0.0,8454.0,69,122.52173913043478,1,Unknown,Blue
2921,18,2,1,4246.0,2517,0.593,8102.0,66,122.75757575757575,1,Unknown,Blue
2922,36,2,1,7469.0,1378,0.184,15225.0,108,140.97222222222223,1,Graduate,Blue
2923,24,2,2,11511.0,0,0.0,14436.0,122,118.32786885245902,1,Unknown,Silver
2924,31,2,1,34516.0,1356,0.039,12878.0,104,123.82692307692308,1,Graduate,Silver
2925,36,1,1,3076.0,0,0.0,15514.0,122,127.1639344262295,1,Post-Graduate,Blue
2926,43,2,2,23981.0,2114,0.088,15281.0,100,152.81,1,College,Gold
2927,21,2,3,4251.0,2295,0.54,15574.0,115,135.42608695652174,1,High School,Blue
2928,55,2,2,13399.0,1456,0.109,15695.650000000001,122,128.65286885245902,1,High School,Silver
2929,35,1,1,8449.0,2092,0.248,15695.650000000001,120,130.79708333333335,1,High School,Blue
2932,21,2,3,10284.0,787,0.077,13355.0,92,145.16304347826087,1,Graduate,Blue
2933,36,3,3,3999.0,721,0.18,15443.0,102,151.40196078431373,1,High School,Blue
2935,39,3,1,11900.0,1796,0.151,14666.0,101,145.20792079207922,1,Graduate,Blue
2936,41,3,3,9701.0,0,0.0,9404.0,62,151.67741935483872,1,High School,Blue
2937,50,3,3,34516.0,1357,0.039,13722.0,122,112.47540983606558,1,Graduate,Gold
2939,50,3,2,12918.0,2352,0.182,9138.0,76,120.23684210526316,1,College,Blue
2940,39,2,3,15894.0,1293,0.081,14256.0,118,120.8135593220339,1,Uneducated,Blue
2941,37,2,2,5855.0,0,0.0,9202.0,80,115.025,1,Unknown,Blue
2942,19,3,3,8848.0,961,0.109,15352.0,117,131.2136752136752,1,College,Blue
2943,41,3,1,7362.0,1176,0.16,15695.650000000001,122,128.65286885245902,1,Graduate,Blue
2944,28,3,1,4380.0,0,0.0,15695.650000000001,121,129.71611570247936,1,Post-Graduate,Blue
2945,36,3,3,12510.0,1871,0.15,14018.0,122,114.90163934426229,1,Uneducated,Blue
2946,44,2,2,9149.0,1254,0.137,14401.0,100,144.01,1,Doctorate,Blue
2947,33,2,2,34516.0,1930,0.056,15695.650000000001,122,128.65286885245902,1,Uneducated,Silver
2948,29,3,1,9680.0,2101,0.217,15152.0,100,151.52,1,High School,Blue
2949,47,2,3,3845.0,1460,0.38,14432.0,106,136.1509433962264,1,High School,Blue
2950,36,3,2,6911.0,2517,0.364,8123.0,71,114.40845070422536,1,Graduate,Blue
2951,39,3,3,34516.0,289,0.008,8964.0,76,117.94736842105263,1,Unknown,Blue
2952,49,2,3,28570.0,2027,0.071,15130.0,102,148.33333333333334,1,Unknown,Blue
2955,36,3,2,10858.0,0,0.0,14475.0,111,130.40540540540542,1,Doctorate,Silver
2956,50,3,1,34516.0,2293,0.066,14287.0,114,125.32456140350877,1,Post-Graduate,Blue
2957,31,2,3,2940.0,0,0.0,14792.0,120,123.26666666666667,1,Unknown,Blue
2958,36,3,3,4826.0,0,0.0,8585.0,62,138.46774193548387,1,Unknown,Blue
2959,18,3,3,3523.0,1379,0.391,15108.0,118,128.03389830508473,1,Uneducated,Blue
2960,34,3,1,34516.0,1543,0.045,13967.0,101,138.2871287128713,1,College,Gold
2961,45,2,2,11714.0,898,0.077,13956.0,122,114.39344262295081,1,Graduate,Blue
2962,24,3,2,4097.0,0,0.0,8376.0,64,130.875,1,College,Blue
2964,25,2,2,29295.0,0,0.0,9865.0,65,151.76923076923077,1,Unknown,Blue
2965,24,2,2,34516.0,984,0.029,15347.0,109,140.7981651376147,1,Graduate,Silver
2966,43,2,2,3629.0,2517,0.694,14205.0,102,139.26470588235293,1,Unknown,Blue
2967,37,3,3,3594.0,1996,0.555,14881.0,109,136.52293577981652,1,Unknown,Blue
2968,17,1,1,34516.0,0,0.0,14127.0,116,121.78448275862068,1,Uneducated,Blue
2969,36,2,3,23939.0,1419,0.059,14812.0,101,146.65346534653466,1,High School,Blue
2970,48,4,1,30543.0,264,0.009,7784.0,63,123.55555555555556,1,Uneducated,Blue
2971,38,2,1,34516.0,0,0.0,14160.0,122,116.06557377049181,1,Graduate,Blue
2972,38,2,3,10018.0,829,0.083,13819.0,114,121.21929824561404,1,Graduate,Blue
2973,24,1,1,10272.0,1523,0.148,14321.0,113,126.73451327433628,1,Unknown,Silver
2974,36,1,1,4097.0,1293,0.316,15695.650000000001,100,156.9565,1,High School,Blue
2975,36,2,3,19846.0,2162,0.109,15695.650000000001,122,128.65286885245902,1,Uneducated,Blue
2976,25,6,2,4469.0,2331,0.522,8314.0,67,124.08955223880596,1,Post-Graduate,Blue
2977,43,1,2,20701.0,2517,0.122,14374.0,113,127.20353982300885,1,Graduate,Blue
2978,44,2,3,7659.0,1698,0.222,15695.650000000001,105,149.48238095238096,1,Uneducated,Blue
2979,25,2,3,4093.0,0,0.0,15495.0,112,138.34821428571428,1,Unknown,Blue
2980,36,2,2,24239.0,0,0.0,8549.0,73,117.10958904109589,1,Graduate,Blue
2981,36,2,3,7793.0,2270,0.291,8260.0,54,152.96296296296296,1,High School,Blue
2982,26,2,3,6407.0,1130,0.176,14471.0,93,155.6021505376344,1,High School,Blue
2983,33,2,3,32222.0,0,0.0,14220.0,95,149.68421052631578,1,Unknown,Blue
2986,48,2,2,4288.0,1678,0.391,15505.0,113,137.21238938053096,1,Doctorate,Blue
2987,41,1,3,9959.0,2068,0.208,13810.0,122,113.19672131147541,1,High School,Blue
2988,40,1,4,8297.0,2517,0.303,9819.0,74,132.6891891891892,1,High School,Blue
2989,36,1,2,3736.0,2209,0.591,15695.650000000001,118,133.01398305084746,1,Uneducated,Blue
2990,21,4,2,28043.0,1786,0.064,14521.0,109,133.22018348623854,1,Uneducated,Blue
2991,41,4,3,16453.0,1660,0.101,14762.0,108,136.6851851851852,1,Graduate,Blue
2992,24,1,2,8256.0,2416,0.293,8104.0,64,126.625,1,Uneducated,Blue
2993,23,5,1,13427.0,1562,0.116,13117.0,108,121.45370370370371,1,Unknown,Blue
2994,24,1,2,34516.0,400,0.012,5112.0,49,104.3265306122449,1,Graduate,Silver
2995,43,2,3,4917.0,0,0.0,9442.0,69,136.84057971014494,1,Post-Graduate,Blue
2996,31,6,3,3297.0,1761,0.534,15580.0,120,129.83333333333334,1,Post-Graduate,Blue
2997,35,4,3,34516.0,1774,0.051,13966.0,115,121.44347826086957,1,Graduate,Platinum
2998,36,5,1,12932.0,1893,0.146,15372.0,97,158.4742268041237,1,Unknown,Blue
2999,41,4,2,34516.0,2253,0.065,15695.650000000001,122,128.65286885245902,1,Graduate,Blue
3000,39,4,1,34516.0,1882,0.055,14738.0,116,127.05172413793103,1,High School,Gold
3001,17,6,1,17744.0,829,0.047,9658.0,78,123.82051282051282,1,High School,Blue
3002,43,1,3,3735.0,0,0.0,6826.0,61,111.90163934426229,1,Post-Graduate,Silver
3004,38,5,2,34516.0,0,0.0,8417.0,72,116.90277777777777,1,Graduate,Blue
3005,26,6,2,4307.0,0,0.0,8697.0,62,140.2741935483871,1,Graduate,Blue
3006,30,4,3,14828.0,1513,0.102,15572.0,113,137.8053097345133,1,Doctorate,Blue
3007,36,4,3,3839.0,1139,0.297,14791.0,122,121.23770491803279,1,Graduate,Blue
3008,24,3,3,3727.0,995,0.267,14786.0,101,146.3960396039604,1,Graduate,Blue
3009,31,2,1,3472.0,1687,0.486,13999.0,119,117.63865546218487,1,College,Blue
3010,40,4,1,12086.0,1264,0.105,15559.0,91,170.97802197802199,1,Uneducated,Blue
3012,34,2,2,10325.0,0,0.0,15695.650000000001,122,128.65286885245902,1,High School,Blue
3013,36,1,3,9633.0,0,0.0,14829.0,90,164.76666666666668,1,College,Blue
3014,20,1,2,8698.0,874,0.1,15683.0,94,166.8404255319149,1,Uneducated,Blue
3015,25,3,1,34516.0,1984,0.057,14335.0,116,123.57758620689656,1,Uneducated,Silver
3016,28,5,3,3311.0,1556,0.47,14470.0,103,140.48543689320388,1,Graduate,Blue
3017,36,2,3,19713.0,531,0.027,8301.0,70,118.58571428571429,1,Unknown,Silver
3018,15,5,2,9283.0,2288,0.246,13804.0,110,125.49090909090908,1,Unknown,Blue
3020,36,4,1,5611.0,0,0.0,15695.650000000001,120,130.79708333333335,1,Unknown,Blue
3021,29,3,3,12978.0,0,0.0,14134.0,85,166.28235294117647,1,High School,Blue
3022,34,5,1,18142.0,0,0.0,15427.0,95,162.38947368421051,1,Graduate,Blue
3023,40,4,3,34516.0,1313,0.038,15154.0,99,153.07070707070707,1,High School,Silver
3024,45,5,3,9431.0,1785,0.189,14261.0,99,144.05050505050505,1,Unknown,Blue
3025,31,6,2,30770.0,2228,0.072,15695.650000000001,121,129.71611570247936,1,College,Silver
3026,17,5,1,6500.0,2517,0.387,9451.0,79,119.63291139240506,1,Graduate,Blue
3027,36,3,2,4209.0,1300,0.309,15695.650000000001,105,149.48238095238096,1,Uneducated,Blue
3028,46,4,3,3638.0,0,0.0,15695.650000000001,115,136.48391304347828,1,Graduate,Blue
3029,44,2,3,9959.0,199,0.02,8517.0,60,141.95,1,Uneducated,Blue
3030,32,5,3,26710.0,1681,0.063,14043.0,117,120.02564102564102,1,Post-Graduate,Blue
3031,36,3,2,18022.0,0,0.0,14485.0,106,136.6509433962264,1,High School,Blue
3032,43,2,2,16748.0,2413,0.144,15338.0,121,126.7603305785124,1,High School,Blue
3033,34,5,2,10973.0,0,0.0,10583.0,75,141.10666666666665,1,Uneducated,Blue
3034,36,4,3,34516.0,2201,0.064,8614.0,63,136.73015873015873,1,Graduate,Gold
3035,34,4,3,14840.0,2043,0.138,15695.650000000001,111,141.40225225225225,1,Uneducated,Blue
3036,36,5,3,8135.0,0,0.0,8620.0,67,128.65671641791045,1,Graduate,Blue
3037,36,3,1,34516.0,2205,0.064,15033.0,98,153.39795918367346,1,Unknown,Silver
3038,52,5,1,7882.0,1101,0.14,14651.0,120,122.09166666666667,1,Graduate,Blue
3039,44,4,2,33004.0,2418,0.073,10156.0,72,141.05555555555554,1,Graduate,Silver
3040,36,3,3,16268.0,817,0.05,13969.0,120,116.40833333333333,1,Post-Graduate,Silver
3041,36,3,2,3466.0,1444,0.417,15075.0,122,123.56557377049181,1,Graduate,Blue
3042,44,5,2,9797.0,998,0.102,15013.0,116,129.42241379310346,1,Unknown,Blue
3043,44,1,3,6828.0,1859,0.272,14713.0,104,141.47115384615384,1,Graduate,Blue
3044,19,4,2,4184.0,1254,0.3,14999.0,110,136.35454545454544,1,College,Blue
3045,36,4,1,26923.0,2461,0.091,13643.0,94,145.13829787234042,1,Doctorate,Blue
3046,47,5,3,26812.0,1491,0.056,14838.0,110,134.8909090909091,1,High School,Blue
3047,46,1,3,23240.0,1534,0.066,9441.0,82,115.13414634146342,1,Uneducated,Blue
3048,20,3,1,5497.0,1735,0.316,15695.650000000001,122,128.65286885245902,1,Graduate,Blue
3049,36,4,3,4353.0,1489,0.342,9226.0,85,108.54117647058824,1,Doctorate,Blue
3050,30,5,3,4458.0,0,0.0,9640.0,70,137.71428571428572,1,Graduate,Blue
3051,39,1,3,4982.0,2517,0.505,9274.0,65,142.6769230769231,1,Unknown,Blue
3052,34,5,1,3534.0,1175,0.332,13588.0,94,144.5531914893617,1,Graduate,Blue
3053,44,3,1,34516.0,1307,0.038,13759.0,120,114.65833333333333,1,Graduate,Blue
3054,46,3,2,34516.0,1244,0.036,15176.0,122,124.39344262295081,1,Uneducated,Blue
3055,38,5,1,8983.0,0,0.0,15163.0,122,124.28688524590164,1,Graduate,Blue
3056,39,3,2,4855.0,1912,0.394,14969.0,104,143.93269230769232,1,Unknown,Blue
3057,36,2,3,5735.0,0,0.0,9088.0,64,142.0,1,Graduate,Blue
3058,15,1,1,3709.0,1180,0.318,8130.0,74,109.86486486486487,1,Doctorate,Blue
3059,36,4,3,12833.0,0,0.0,9619.0,75,128.25333333333333,1,Graduate,Silver
3060,35,3,2,3304.0,2517,0.762,14565.0,120,121.375,1,Graduate,Blue
3063,15,4,3,6933.0,1870,0.27,15585.0,115,135.52173913043478,1,Graduate,Blue
3064,40,5,3,34516.0,1371,0.04,15695.650000000001,122,128.65286885245902,1,High School,Silver
3065,40,4,3,17655.0,1720,0.097,15695.650000000001,120,130.79708333333335,1,High School,Blue
3066,30,3,1,6172.0,1212,0.196,15695.650000000001,99,158.54191919191922,1,High School,Blue
3067,34,5,1,7562.0,1500,0.198,14908.0,100,149.08,1,Graduate,Blue
3068,38,4,3,14938.0,0,0.0,15277.0,122,125.22131147540983,1,Uneducated,Gold
3069,39,3,1,34516.0,1987,0.058,15695.650000000001,122,128.65286885245902,1,High School,Silver
