,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
45,38,6,1,8135.0,0,0.0,1716.0,29,59.172413793103445,0,High School,Blue
46,38,6,1,9364.0,618,0.066,1099.0,27,40.7037037037037,0,Doctorate,Blue
49,47,3,3,2822.0,2173,0.77,1218.0,23,52.95652173913044,0,Uneducated,Blue
50,47,5,2,1438.3,0,0.0,2184.0,53,41.20754716981132,0,High School,Blue
53,36,5,2,10400.0,1777,0.171,1105.0,28,39.464285714285715,0,Graduate,Blue
56,38,6,2,12860.0,0,0.0,1348.0,27,49.925925925925924,0,Uneducated,Blue
57,33,3,1,6278.0,462,0.074,1087.0,33,32.93939393939394,0,Post-Graduate,Blue
58,36,5,1,9355.0,1626,0.174,1230.0,28,43.92857142857143,0,High School,Blue
59,31,6,1,20758.0,0,0.0,1555.0,32,48.59375,0,Post-Graduate,Blue
61,44,5,1,3449.0,1598,0.463,1679.0,42,39.976190476190474,0,Post-Graduate,Blue
62,36,3,2,18214.0,1998,0.11,1344.0,21,64.0,0,High School,Blue
65,36,4,1,7871.0,1687,0.214,1428.0,22,64.9090909090909,0,College,Blue
67,33,3,2,34516.0,1679,0.049,1060.0,27,39.25925925925926,0,Graduate,Silver
69,55,2,1,2619.0,1779,0.679,1450.0,37,39.189189189189186,0,Graduate,Blue
70,47,5,3,11086.0,2207,0.199,1523.0,40,38.075,0,Graduate,Blue
71,36,4,2,11432.0,2517,0.22,1374.0,37,37.13513513513514,0,High School,Blue
72,36,3,2,2571.0,1955,0.76,1234.0,24,51.416666666666664,0,College,Blue
73,30,5,1,7872.0,2509,0.319,1155.0,32,36.09375,0,Unknown,Blue
74,35,6,1,34516.0,1202,0.035,1353.0,33,41.0,0,High School,Blue
75,43,2,1,1857.0,1603,0.863,1590.0,43,36.97674418604651,0,Unknown,Blue
76,39,6,2,2115.0,1141,0.539,1223.0,20,61.15,0,Graduate,Blue
79,29,5,2,5207.0,1748,0.336,1310.0,26,50.38461538461539,0,Graduate,Blue
80,37,6,3,2733.0,1819,0.666,933.0,25,37.32,0,College,Blue
81,48,4,3,8863.0,1301,0.147,1512.0,27,56.0,0,College,Blue
83,46,6,3,2910.0,709,0.244,1192.0,27,44.148148148148145,0,Unknown,Blue
84,36,4,1,22322.0,953,0.043,1348.0,34,39.64705882352941,0,Unknown,Blue
86,36,2,3,2474.0,2143,0.866,1541.0,40,38.525,0,Unknown,Blue
87,25,2,2,9512.0,1082,0.114,1007.0,22,45.77272727272727,0,Unknown,Blue
88,43,6,1,5279.0,1115,0.211,1642.0,41,40.048780487804876,0,Unknown,Blue
89,31,2,2,2410.0,1769,0.734,1217.0,30,40.56666666666667,0,Uneducated,Blue
90,48,2,1,5362.0,1274,0.238,1876.0,41,45.75609756097561,0,Uneducated,Blue
91,40,6,2,2532.0,2221,0.877,882.0899999999999,21,42.00428571428571,0,Graduate,Blue
92,46,2,2,1900.0,1376,0.724,1881.0,45,41.8,0,Doctorate,Blue
95,36,5,1,13068.0,1718,0.131,937.0,28,33.464285714285715,0,Graduate,Blue
97,33,2,2,34516.0,2061,0.06,1350.0,32,42.1875,0,College,Gold
98,24,4,1,15439.0,0,0.0,2069.0,43,48.116279069767444,0,High School,Blue
100,36,2,2,5007.0,930,0.186,1050.0,28,37.5,0,High School,Blue
101,40,5,2,19116.0,0,0.0,1184.0,29,40.827586206896555,0,Uneducated,Blue
105,37,3,2,34516.0,0,0.0,1122.0,19,59.05263157894737,0,Graduate,Silver
106,35,3,3,3025.0,2376,0.785,1277.0,23,55.52173913043478,0,Uneducated,Blue
107,36,3,3,2293.0,1823,0.795,1166.0,22,53.0,0,Post-Graduate,Blue
108,38,4,3,4317.0,2517,0.583,1619.0,36,44.97222222222222,0,Unknown,Blue
109,29,5,2,3378.0,1069,0.316,1285.0,19,67.63157894736842,0,Graduate,Blue
112,39,3,2,34516.0,0,0.0,1106.0,31,35.67741935483871,0,Graduate,Blue
113,47,6,1,2609.0,2439,0.91323,1731.0,34,50.911764705882355,0,High School,Blue
114,50,5,1,3791.0,1648,0.435,2058.0,34,60.529411764705884,0,Uneducated,Blue
115,39,6,2,10741.0,755,0.07,1278.0,22,58.09090909090909,0,Graduate,Blue
116,32,3,2,18584.0,2517,0.135,1330.0,34,39.11764705882353,0,Uneducated,Blue
117,55,4,1,5585.0,1465,0.262,1787.0,31,57.645161290322584,0,Graduate,Blue
118,24,5,1,2478.0,2031,0.82,1558.0,31,50.25806451612903,0,Graduate,Blue
119,44,6,2,2339.0,1440,0.616,893.0,22,40.59090909090909,0,Graduate,Blue
126,34,6,3,3104.0,1766,0.569,1353.0,24,56.375,0,High School,Blue
127,41,5,3,2406.0,1560,0.648,1173.0,32,36.65625,0,Graduate,Blue
128,36,5,2,24571.0,1955,0.08,1746.0,28,62.357142857142854,0,Uneducated,Blue
129,33,4,2,12301.0,2250,0.183,1307.0,29,45.06896551724138,0,Graduate,Silver
133,44,3,2,2027.0,1480,0.73,1702.0,37,46.0,0,Graduate,Blue
134,47,6,2,6363.0,1162,0.183,1256.0,26,48.30769230769231,0,Graduate,Blue
135,25,6,1,3920.0,2008,0.512,3178.0,53,59.9622641509434,0,College,Blue
139,31,5,2,34516.0,1254,0.036,1366.0,25,54.64,0,College,Silver
142,38,3,2,8077.0,1965,0.243,1329.0,26,51.11538461538461,0,Post-Graduate,Blue
144,30,6,1,29801.0,1916,0.064,990.0,21,47.142857142857146,0,High School,Blue
145,25,3,1,4789.0,1257,0.262,1534.0,29,52.89655172413793,0,Unknown,Blue
146,34,4,2,23138.0,1727,0.075,1612.0,39,41.333333333333336,0,Doctorate,Blue
147,36,3,1,3131.0,2517,0.804,1439.0,40,35.975,0,Unknown,Blue
148,41,3,2,34516.0,1531,0.044,1156.0,29,39.86206896551724,0,Graduate,Platinum
150,45,1,1,1981.0,1518,0.766,973.0,25,38.92,0,Uneducated,Blue
154,36,6,2,29770.0,1565,0.053,1774.0,42,42.23809523809524,0,Uneducated,Blue
155,28,5,1,5014.0,1910,0.381,1209.0,25,48.36,0,Post-Graduate,Blue
156,44,4,2,23090.0,839,0.036,1198.0,24,49.916666666666664,0,Graduate,Blue
157,30,6,3,18578.0,1385,0.075,1606.0,54,29.74074074074074,0,Unknown,Blue
158,37,3,3,2783.0,1526,0.548,1909.0,54,35.351851851851855,0,Graduate,Blue
160,29,5,2,4394.0,885,0.201,1377.0,32,43.03125,0,Graduate,Blue
162,40,4,1,1919.0,774,0.403,1505.0,33,45.60606060606061,0,High School,Blue
163,35,3,2,11910.0,2098,0.176,1646.0,39,42.205128205128204,0,Graduate,Blue
164,36,3,3,2947.0,2216,0.752,1744.0,53,32.905660377358494,0,Graduate,Blue
166,31,4,2,2375.0,1658,0.698,1071.0,28,38.25,0,Graduate,Blue
167,45,3,2,3228.0,2517,0.78,1349.0,33,40.878787878787875,0,Graduate,Blue
168,41,6,1,20231.0,977,0.048,1215.0,36,33.75,0,Graduate,Silver
169,15,6,3,2585.0,2019,0.781,2644.0,40,66.1,0,Graduate,Blue
171,28,4,1,10021.0,1203,0.12,1463.0,40,36.575,0,Graduate,Blue
173,32,3,1,12804.0,2517,0.197,1101.0,37,29.756756756756758,0,High School,Blue
174,48,6,1,4930.0,2259,0.458,2194.0,53,41.39622641509434,0,Post-Graduate,Blue
175,28,4,2,23981.0,1788,0.075,1421.0,34,41.794117647058826,0,Unknown,Gold
176,29,4,3,19324.0,1040,0.054,1744.0,50,34.88,0,College,Blue
178,30,6,2,17625.0,894,0.051,1773.0,39,45.46153846153846,0,Graduate,Blue
180,48,4,2,1638.0,0,0.0,1536.0,44,34.90909090909091,0,Graduate,Blue
181,38,3,3,4335.0,2480,0.572,1373.0,36,38.138888888888886,0,Graduate,Blue
182,24,4,2,34516.0,1938,0.056,1215.0,45,27.0,0,Uneducated,Silver
183,36,4,2,24869.0,1729,0.07,1409.0,36,39.138888888888886,0,College,Blue
184,28,6,2,11338.0,0,0.0,1227.0,24,51.125,0,Graduate,Blue
186,49,1,2,5472.0,788,0.144,882.0899999999999,19,46.425789473684205,0,Unknown,Blue
188,44,5,1,34516.0,2174,0.063,1616.0,50,32.32,0,Graduate,Blue
189,36,6,2,1976.0,1311,0.663,1498.0,43,34.83720930232558,0,Graduate,Blue
190,40,3,1,8714.0,2252,0.258,1536.0,38,40.421052631578945,0,Uneducated,Blue
193,44,3,2,2323.0,0,0.0,882.0899999999999,19,46.425789473684205,0,Uneducated,Blue
194,22,3,3,4048.0,1113,0.275,1757.0,45,39.044444444444444,0,Uneducated,Blue
195,41,5,2,15897.0,1437,0.09,1405.0,43,32.674418604651166,0,High School,Blue
196,36,4,1,1438.3,479,0.333,1786.0,37,48.270270270270274,0,College,Blue
199,25,6,3,3083.0,1040,0.337,4311.0,78,55.26923076923077,0,College,Blue
200,40,5,1,12240.0,1566,0.128,1422.0,26,54.69230769230769,0,Graduate,Blue
201,24,3,1,3124.0,1593,0.51,1652.0,41,40.292682926829265,0,Graduate,Blue
202,32,6,2,11477.0,0,0.0,1260.0,27,46.666666666666664,0,Graduate,Blue
203,50,3,3,8022.0,1372,0.171,1794.0,31,57.87096774193548,0,Graduate,Blue
204,48,3,3,30271.0,1406,0.046,3231.0,47,68.74468085106383,0,Graduate,Blue
205,39,5,2,4734.0,954,0.202,1570.0,45,34.888888888888886,0,Post-Graduate,Blue
206,45,3,1,1438.3,306,0.213,882.0899999999999,19,46.425789473684205,0,Graduate,Blue
207,34,3,1,34516.0,1578,0.046,1929.0,40,48.225,0,Post-Graduate,Platinum
208,36,5,1,7151.0,800,0.112,882.0899999999999,22,40.095,0,Unknown,Blue
209,55,3,3,2122.0,554,0.261,949.0,19,49.94736842105263,0,Graduate,Blue
211,31,5,2,2684.0,1381,0.515,2002.0,60,33.36666666666667,0,Unknown,Blue
215,48,6,1,3428.0,1566,0.457,1155.0,34,33.970588235294116,0,Uneducated,Blue
216,35,3,1,2448.0,1693,0.692,1269.0,30,42.3,0,College,Blue
217,36,4,2,19354.0,984,0.051,1207.0,32,37.71875,0,Uneducated,Blue
218,30,5,3,2578.0,2517,0.91323,1830.0,64,28.59375,0,Graduate,Blue
220,36,5,1,2072.0,1543,0.745,1265.0,32,39.53125,0,High School,Blue
221,45,4,2,2494.0,1639,0.657,1555.0,39,39.87179487179487,0,Unknown,Blue
222,51,3,2,5450.0,967,0.177,1526.0,45,33.91111111111111,0,Graduate,Blue
223,23,4,1,18226.0,1847,0.101,1681.0,43,39.093023255813954,0,College,Blue
225,28,4,3,19843.0,1178,0.059,1638.0,49,33.42857142857143,0,Uneducated,Blue
226,41,4,2,33864.0,989,0.029,1751.0,48,36.479166666666664,0,Doctorate,Blue
227,26,3,1,4531.0,1214,0.268,1414.0,40,35.35,0,Graduate,Blue
228,23,6,2,7706.0,392,0.051,965.0,27,35.74074074074074,0,College,Blue
229,24,4,3,3770.0,1197,0.318,1602.0,49,32.69387755102041,0,College,Blue
232,34,3,2,34516.0,668,0.019,1698.0,67,25.34328358208955,0,College,Blue
233,28,3,1,2421.0,1747,0.722,1346.0,30,44.86666666666667,0,Graduate,Blue
234,24,2,3,14447.0,0,0.0,915.0,29,31.551724137931036,0,Uneducated,Blue
235,36,4,2,2964.0,2400,0.81,1557.0,25,62.28,0,Unknown,Blue
236,36,4,1,6407.0,1884,0.294,1675.0,47,35.638297872340424,0,High School,Blue
237,15,6,2,4158.0,1635,0.393,1678.0,37,45.351351351351354,0,High School,Blue
238,36,3,1,30883.0,1694,0.055,1267.0,23,55.08695652173913,0,Doctorate,Blue
240,50,4,2,2872.0,2035,0.709,1770.0,47,37.659574468085104,0,Graduate,Blue
241,36,5,1,9697.0,0,0.0,1812.0,50,36.24,0,Unknown,Blue
242,21,3,3,2967.0,1843,0.621,1673.0,58,28.844827586206897,0,High School,Blue
243,36,5,2,18085.0,1487,0.082,1582.0,47,33.659574468085104,0,Unknown,Blue
244,32,6,3,2524.0,1395,0.553,1800.0,33,54.54545454545455,0,Unknown,Blue
245,23,6,2,2410.0,1705,0.707,2505.0,69,36.30434782608695,0,Post-Graduate,Blue
246,53,4,3,4315.0,717,0.166,1723.0,51,33.78431372549019,0,High School,Blue
249,17,3,3,7906.0,1631,0.206,1946.0,45,43.24444444444445,0,High School,Blue
250,19,4,1,13632.0,1482,0.109,2168.0,42,51.61904761904762,0,Post-Graduate,Blue
251,40,4,1,5158.0,2190,0.425,1229.0,34,36.14705882352941,0,High School,Blue
252,41,6,2,23271.0,1262,0.054,1402.0,34,41.23529411764706,0,Uneducated,Blue
257,36,5,3,3093.0,2517,0.814,1371.0,23,59.608695652173914,0,High School,Blue
259,36,3,2,4861.0,1123,0.231,1556.0,40,38.9,0,Graduate,Blue
262,24,6,2,10060.0,2322,0.231,2184.0,63,34.666666666666664,0,Unknown,Blue
263,41,6,1,1595.0,870,0.545,1745.0,41,42.5609756097561,0,Unknown,Blue
264,25,6,3,5559.0,658,0.118,1793.0,37,48.45945945945946,0,College,Blue
265,28,2,2,8551.0,1067,0.125,1097.0,32,34.28125,0,Graduate,Blue
266,36,6,2,10569.0,0,0.0,1682.0,44,38.22727272727273,0,High School,Blue
267,46,3,2,10117.0,2242,0.222,1509.0,44,34.29545454545455,0,College,Blue
268,25,6,2,1438.3,674,0.469,1717.0,31,55.38709677419355,0,Unknown,Blue
269,22,3,1,3214.0,2257,0.702,2516.0,42,59.904761904761905,0,College,Blue
270,24,5,3,8837.0,2103,0.238,3753.0,60,62.55,0,Uneducated,Blue
271,49,3,1,5269.0,1099,0.209,2195.0,63,34.84126984126984,0,Graduate,Blue
273,33,6,1,13770.0,2517,0.183,1582.0,36,43.94444444444444,0,Graduate,Blue
274,35,3,3,2514.0,1521,0.605,1636.0,36,45.44444444444444,0,Graduate,Blue
276,36,5,3,2333.0,1485,0.637,1198.0,31,38.645161290322584,0,High School,Blue
278,45,2,1,8512.0,0,0.0,882.0899999999999,27,32.669999999999995,0,High School,Blue
279,36,3,2,15405.0,1691,0.11,1763.0,44,40.06818181818182,0,Graduate,Blue
280,40,3,2,3556.0,2172,0.611,1221.0,41,29.78048780487805,0,High School,Blue
281,35,3,2,9149.0,1566,0.171,1790.0,60,29.833333333333332,0,Uneducated,Blue
282,19,4,1,1438.3,0,0.0,2005.0,47,42.659574468085104,0,Graduate,Blue
283,44,5,2,14825.0,962,0.065,1904.0,49,38.857142857142854,0,Graduate,Blue
284,45,5,1,2929.0,2431,0.83,1903.0,39,48.794871794871796,0,College,Blue
285,24,5,2,3735.0,1176,0.315,1564.0,41,38.146341463414636,0,High School,Blue
286,32,5,2,22120.0,1805,0.082,3981.0,65,61.246153846153845,0,College,Blue
287,47,3,2,1759.0,0,0.0,882.0899999999999,19,46.425789473684205,0,High School,Blue
288,36,3,3,4829.0,2418,0.501,938.0,21,44.666666666666664,0,Graduate,Blue
289,19,6,1,2834.0,1418,0.5,1598.0,39,40.97435897435897,0,Graduate,Blue
291,36,3,1,3128.0,2517,0.805,2361.0,42,56.214285714285715,0,Doctorate,Blue
292,36,4,3,3460.0,2517,0.727,1752.0,34,51.529411764705884,0,High School,Blue
295,30,4,4,3417.0,2517,0.737,1641.0,32,51.28125,0,College,Blue
296,22,4,3,9204.0,845,0.092,1820.0,58,31.379310344827587,0,Uneducated,Blue
297,32,5,2,14302.0,2097,0.147,1505.0,35,43.0,0,Graduate,Blue
298,45,5,2,3187.0,2517,0.79,1627.0,38,42.81578947368421,0,High School,Blue
300,36,3,1,21178.0,1796,0.085,1872.0,59,31.728813559322035,0,High School,Blue
301,36,3,2,12182.0,1136,0.093,2295.0,63,36.42857142857143,0,Uneducated,Blue
302,38,4,3,2888.0,2245,0.777,1111.0,26,42.73076923076923,0,Graduate,Blue
305,25,3,3,15017.0,1733,0.115,2076.0,58,35.793103448275865,0,Graduate,Blue
306,43,3,1,4426.0,1530,0.346,1231.0,34,36.205882352941174,0,Uneducated,Blue
307,19,3,1,3238.0,2146,0.663,1501.0,45,33.355555555555554,0,Uneducated,Blue
309,41,2,2,6630.0,916,0.138,882.0899999999999,24,36.75375,0,Doctorate,Blue
310,29,6,3,2162.0,1377,0.637,1555.0,29,53.62068965517241,0,Uneducated,Blue
311,42,4,2,34516.0,1478,0.043,1308.0,41,31.902439024390244,0,Graduate,Blue
313,39,5,2,2978.0,2134,0.717,1413.0,46,30.717391304347824,0,Graduate,Blue
315,36,4,2,2372.0,1887,0.796,1852.0,55,33.67272727272727,0,Post-Graduate,Blue
316,53,3,1,1438.3,0,0.0,902.0,31,29.096774193548388,0,Post-Graduate,Blue
317,27,5,1,3665.0,1725,0.471,1881.0,55,34.2,0,Graduate,Blue
318,32,3,2,6158.0,0,0.0,3132.0,66,47.45454545454545,0,Graduate,Blue
319,22,3,3,12588.0,2005,0.159,1561.0,26,60.03846153846154,0,College,Blue
320,34,6,2,11942.0,1651,0.138,1085.0,29,37.41379310344828,0,Graduate,Blue
321,18,5,1,2943.0,1789,0.608,2591.0,55,47.10909090909091,0,Graduate,Blue
322,30,5,2,2077.0,1392,0.67,1629.0,36,45.25,0,Graduate,Blue
323,47,4,1,6065.0,1728,0.285,1114.0,27,41.25925925925926,0,Graduate,Blue
327,29,6,2,1923.0,845,0.439,1670.0,37,45.13513513513514,0,Unknown,Blue
328,36,4,2,6929.0,1691,0.244,1388.0,27,51.407407407407405,0,High School,Blue
329,39,3,1,4568.0,0,0.0,1431.0,27,53.0,0,Post-Graduate,Blue
330,31,4,2,4740.0,1348,0.284,1406.0,23,61.130434782608695,0,Uneducated,Blue
332,55,3,2,6099.0,2175,0.357,1319.0,34,38.794117647058826,0,Graduate,Blue
333,17,5,2,2803.0,1848,0.659,1968.0,64,30.75,0,Doctorate,Blue
334,55,3,2,4234.0,1893,0.447,1439.0,42,34.26190476190476,0,Doctorate,Blue
335,36,5,1,3610.0,1629,0.451,1652.0,40,41.3,0,Post-Graduate,Blue
336,28,5,1,3172.0,2055,0.648,1939.0,36,53.861111111111114,0,High School,Blue
337,37,5,1,34516.0,1797,0.052,1534.0,30,51.13333333333333,0,High School,Gold
338,32,3,2,1438.3,0,0.0,1999.0,39,51.256410256410255,0,High School,Blue
339,30,4,2,10836.0,1932,0.178,1293.0,31,41.70967741935484,0,Post-Graduate,Silver
340,36,5,2,2212.0,1670,0.755,2520.0,51,49.411764705882355,0,High School,Blue
341,34,4,1,5176.0,0,0.0,1902.0,56,33.964285714285715,0,Unknown,Blue
342,21,6,4,4670.0,0,0.0,2256.0,56,40.285714285714285,0,Graduate,Blue
343,42,4,1,10155.0,1805,0.178,1685.0,49,34.38775510204081,0,High School,Blue
346,36,6,3,2133.0,1469,0.689,1426.0,37,38.54054054054054,0,High School,Blue
347,48,5,3,3980.0,930,0.234,4449.0,82,54.25609756097561,0,Graduate,Blue
349,22,4,2,1631.0,0,0.0,2962.0,57,51.96491228070175,0,College,Blue
351,29,5,1,2304.0,1589,0.69,1273.0,36,35.361111111111114,0,College,Blue
354,34,3,1,11221.0,1279,0.114,1564.0,45,34.75555555555555,0,Graduate,Blue
355,26,6,3,18889.0,1880,0.1,2979.0,55,54.163636363636364,0,Graduate,Blue
357,30,4,1,3046.0,2279,0.748,2330.0,69,33.768115942028984,0,High School,Blue
361,26,6,3,3991.0,1982,0.497,1661.0,35,47.457142857142856,0,Graduate,Blue
362,44,3,1,5413.0,1836,0.339,1164.0,43,27.069767441860463,0,Uneducated,Blue
363,28,4,1,6861.0,1598,0.233,2228.0,39,57.12820512820513,0,Graduate,Blue
364,28,4,2,3327.0,0,0.0,1665.0,36,46.25,0,High School,Blue
366,55,6,1,1438.3,680,0.473,2283.0,55,41.50909090909091,0,College,Blue
367,55,4,2,12609.0,2517,0.2,2121.0,49,43.285714285714285,0,High School,Silver
369,24,5,2,12956.0,0,0.0,2492.0,56,44.5,0,High School,Silver
371,41,6,2,18749.0,1314,0.07,1381.0,33,41.84848484848485,0,Unknown,Blue
372,50,3,2,4522.0,1861,0.412,1806.0,38,47.526315789473685,0,Doctorate,Blue
373,27,6,1,2096.0,1567,0.748,1559.0,49,31.816326530612244,0,High School,Blue
374,49,4,1,1906.0,1271,0.667,1343.0,37,36.2972972972973,0,Graduate,Blue
375,42,2,1,6214.0,1147,0.185,938.0,35,26.8,0,Graduate,Blue
376,17,3,1,1512.0,810,0.536,2558.0,44,58.13636363636363,0,Graduate,Blue
377,44,5,1,4088.0,1557,0.381,2250.0,39,57.69230769230769,0,College,Blue
378,22,3,3,3637.0,1998,0.549,2161.0,56,38.589285714285715,0,Unknown,Blue
382,39,3,3,2210.0,1624,0.735,1287.0,37,34.78378378378378,0,Uneducated,Blue
383,15,6,3,1643.0,1101,0.67,2152.0,50,43.04,0,Graduate,Blue
385,36,6,3,2463.0,1751,0.711,2171.0,58,37.43103448275862,0,Graduate,Blue
388,48,6,2,2897.0,1601,0.553,1337.0,25,53.48,0,High School,Blue
389,36,4,2,5391.0,0,0.0,1971.0,56,35.19642857142857,0,Uneducated,Blue
390,25,3,2,23959.0,2517,0.105,1870.0,45,41.55555555555556,0,High School,Blue
391,25,5,2,14918.0,2028,0.136,2171.0,35,62.02857142857143,0,High School,Blue
392,29,3,3,3590.0,1924,0.536,1472.0,37,39.78378378378378,0,Uneducated,Blue
394,49,4,2,2094.0,1560,0.745,1969.0,41,48.02439024390244,0,Uneducated,Blue
396,54,3,3,1438.3,0,0.0,1843.0,49,37.61224489795919,0,College,Blue
397,53,3,3,6035.0,1392,0.231,1551.0,32,48.46875,0,Graduate,Blue
398,32,5,1,4852.0,1777,0.366,1775.0,55,32.27272727272727,0,Unknown,Blue
399,27,6,3,10320.0,1799,0.174,1754.0,45,38.977777777777774,0,High School,Blue
401,21,3,3,6259.0,1063,0.17,1836.0,50,36.72,0,High School,Blue
402,33,6,1,33182.0,1997,0.06,1630.0,43,37.906976744186046,0,High School,Silver
404,36,5,1,1726.0,1215,0.704,1712.0,48,35.666666666666664,0,Graduate,Blue
407,39,4,3,2002.0,1248,0.623,1585.0,40,39.625,0,Graduate,Blue
408,17,3,1,1438.3,0,0.0,1975.0,40,49.375,0,High School,Blue
409,29,4,1,2000.0,0,0.0,1944.0,42,46.285714285714285,0,College,Blue
410,36,4,1,9165.0,0,0.0,1846.0,56,32.964285714285715,0,Unknown,Blue
411,31,5,1,11583.0,631,0.054,3320.0,55,60.36363636363637,0,Graduate,Silver
412,25,3,3,9791.0,1311,0.134,1649.0,59,27.949152542372882,0,Graduate,Blue
413,24,5,2,8444.0,1945,0.23,2497.0,74,33.74324324324324,0,Graduate,Blue
414,30,3,4,2789.0,1584,0.568,2688.0,60,44.8,0,Graduate,Blue
415,29,5,1,8398.0,1892,0.225,1489.0,29,51.3448275862069,0,Graduate,Blue
417,24,5,2,3438.0,1129,0.328,2331.0,56,41.625,0,Post-Graduate,Blue
418,43,3,1,16692.0,2446,0.147,1288.0,29,44.41379310344828,0,High School,Blue
419,30,5,2,13080.0,0,0.0,1999.0,44,45.43181818181818,0,Unknown,Blue
420,25,5,3,28822.0,2517,0.087,1504.0,35,42.97142857142857,0,Graduate,Silver
421,24,6,3,14632.0,1158,0.079,1399.0,36,38.861111111111114,0,Graduate,Blue
422,15,5,3,14853.0,0,0.0,1800.0,41,43.90243902439025,0,Graduate,Blue
423,17,5,1,4610.0,0,0.0,2280.0,49,46.53061224489796,0,Unknown,Blue
424,23,3,2,5510.0,1604,0.291,1995.0,53,37.64150943396226,0,College,Blue
425,31,5,1,7667.0,0,0.0,1501.0,35,42.885714285714286,0,Graduate,Blue
430,26,6,1,3209.0,2517,0.784,1292.0,37,34.91891891891892,0,Post-Graduate,Blue
433,36,5,2,12830.0,0,0.0,2526.0,54,46.77777777777778,0,Doctorate,Blue
434,41,3,1,5530.0,1999,0.361,1766.0,45,39.24444444444445,0,Unknown,Blue
435,30,6,2,2684.0,1474,0.549,2346.0,51,46.0,0,Uneducated,Blue
436,37,3,2,1963.0,1357,0.691,1861.0,51,36.490196078431374,0,Graduate,Blue
437,22,3,1,3023.0,1435,0.475,1920.0,34,56.470588235294116,0,High School,Blue
439,36,3,1,1438.3,0,0.0,2144.0,41,52.292682926829265,0,High School,Blue
440,20,4,3,5657.0,1792,0.317,1914.0,46,41.608695652173914,0,Graduate,Blue
441,54,5,3,11827.0,0,0.0,1395.0,37,37.7027027027027,0,Uneducated,Blue
443,36,3,1,34516.0,1540,0.045,2574.0,72,35.75,0,College,Gold
444,38,5,3,2472.0,2457,0.91323,1392.0,33,42.18181818181818,0,Uneducated,Blue
445,43,5,1,3410.0,2281,0.669,1296.0,31,41.806451612903224,0,Unknown,Blue
446,26,5,1,29961.0,789,0.026,2337.0,69,33.869565217391305,0,Graduate,Blue
449,22,1,2,1890.0,666,0.352,1483.0,36,41.19444444444444,0,Graduate,Blue
451,42,6,1,3017.0,786,0.261,1640.0,37,44.32432432432432,0,High School,Blue
452,20,6,3,13046.0,1177,0.09,2601.0,52,50.01923076923077,0,Post-Graduate,Blue
